exp:x/lambda	exp:y/lambda	exp:z/lambda	theory:x/lambda	theory:y/lambda	theory:z/lambda
3.817269304	-0.004443198	#VALUE!	2.587324491	-0.005131244	0.033519876
3.824184099	-0.006050407	#VALUE!	2.596647298	-0.005120509	0.033524961
3.835732309	-0.008131707	#VALUE!	2.605969623	-0.005110192	0.033529776
3.841475596	-0.007640218	#VALUE!	2.615291478	-0.005100276	0.033534335
3.848984115	-0.005641043	#VALUE!	2.624612887	-0.005090745	0.033538654
3.857991929	-0.005215502	#VALUE!	2.633933871	-0.005081581	0.033542748
3.867659243	-0.007005269	#VALUE!	2.643254442	-0.00507277	0.033546629
3.874690986	-0.007384506	#VALUE!	2.652574625	-0.005064297	0.03355031
3.882683491	-0.004372105	#VALUE!	2.66189443	-0.005056147	0.033553802
3.892220166	-0.005154965	#VALUE!	2.671213879	-0.005048308	0.033557116
3.899791156	-0.005850617	#VALUE!	2.680532981	-0.005040766	0.033560262
3.908415853	-0.005778064	#VALUE!	2.689851756	-0.005033509	0.033563249
3.916907836	-0.006656032	#VALUE!	2.699170214	-0.005026526	0.033566087
3.925845759	-0.00665981	#VALUE!	2.708488371	-0.005019804	0.033568784
3.933755631	-0.006042215	#VALUE!	2.717806238	-0.005013334	0.033571348
3.942631753	-0.007565291	#VALUE!	2.72712383	-0.005007103	0.033573786
3.950597663	-0.004497825	#VALUE!	2.736441152	-0.005001105	0.033576104
3.960536398	-0.004663666	#VALUE!	2.745758223	-0.004995326	0.033578311
3.967087711	-0.004857182	#VALUE!	2.755075046	-0.004989762	0.03358041
3.975578735	-0.004134264	#VALUE!	2.764391639	-0.0049844	0.03358241
3.984820505	-0.006976376	#VALUE!	2.773708004	-0.004979235	0.033584313
3.992143601	-0.006389877	#VALUE!	2.783024156	-0.004974256	0.033586127
			2.792340099	-0.004969459	0.033587855
			2.801655848	-0.004964832	0.033589503
			2.810971402	-0.004960374	0.033591074
			2.820286779	-0.004956072	0.033592573
			2.829601978	-0.004951925	0.033594002
			2.838917011	-0.004947923	0.033595367
			2.848231881	-0.004944063	0.033596669
			2.857546599	-0.004940337	0.033597913
			2.866861166	-0.004936743	0.033599101
			2.876175593	-0.004933271	0.033600237
			2.88548988	-0.004929921	0.033601321
			2.894804039	-0.004926685	0.033602358
			2.904118068	-0.004923562	0.03360335
			2.913431978	-0.004920543	0.033604299
			2.922745769	-0.004917629	0.033605206
			2.932059449	-0.004914812	0.033606074
			2.94137302	-0.00491209	0.033606905
			2.950686489	-0.004909459	0.033607701
			2.959999857	-0.004906917	0.033608463
			2.969313129	-0.004904458	0.033609194
			2.978626308	-0.004902081	0.033609893
			2.987939399	-0.004899782	0.033610564
			2.997252404	-0.004897558	0.033611207
			3.006565326	-0.004895407	0.033611823
			3.01587817	-0.004893325	0.033612414
			3.025190937	-0.004891311	0.033612981
			3.034503631	-0.004889361	0.033613526
			3.043816254	-0.004887474	0.033614048
			3.053128808	-0.004885646	0.03361455
			3.062441297	-0.004883877	0.033615031
			3.071753723	-0.004882163	0.033615494
			3.081066087	-0.004880503	0.033615938
			3.090378393	-0.004878895	0.033616365
			3.099690642	-0.004877337	0.033616776
			3.109002836	-0.004875828	0.03361717
			3.118314977	-0.004874365	0.03361755
			3.127627068	-0.004872947	0.033617914
			3.136939109	-0.004871572	0.033618265
			3.146251103	-0.004870239	0.033618603
			3.155563051	-0.004868946	0.033618928
			3.164874956	-0.004867692	0.033619241
			3.174186817	-0.004866476	0.033619542
			3.183498638	-0.004865297	0.033619832
			3.192810418	-0.004864152	0.033620111
			3.202122161	-0.004863041	0.03362038
			3.211433866	-0.004861963	0.033620639
			3.220745535	-0.004860917	0.033620889
			3.23005717	-0.004859901	0.03362113
			3.239368772	-0.004858914	0.033621362
			3.248680341	-0.004857957	0.033621585
			3.257991879	-0.004857026	0.033621801
			3.267303387	-0.004856123	0.033622009
			3.276614866	-0.004855245	0.03362221
			3.285926317	-0.004854392	0.033622404
			3.29523774	-0.004853564	0.033622591
			3.304549137	-0.004852758	0.033622772
			3.313860508	-0.004851975	0.033622946
			3.323171855	-0.004851214	0.033623114
			3.332483178	-0.004850474	0.033623277
			3.341794478	-0.004849755	0.033623434
			3.351105755	-0.004849056	0.033623586
			3.36041701	-0.004848375	0.033623732
			3.369728245	-0.004847713	0.033623874
			3.379039459	-0.004847069	0.033624011
			3.388350654	-0.004846443	0.033624144
			3.39766183	-0.004845834	0.033624272
			3.406972987	-0.004845241	0.033624395
			3.416284126	-0.004844663	0.033624515
			3.425595248	-0.004844101	0.033624631
			3.434906353	-0.004843554	0.033624743
			3.444217442	-0.004843022	0.033624852
			3.453528514	-0.004842503	0.033624957
			3.462839572	-0.004841998	0.033625059
			3.472150615	-0.004841507	0.033625157
			3.481461643	-0.004841028	0.033625252
			3.490772658	-0.004840561	0.033625345
			3.500083658	-0.004840106	0.033625434
			3.509394646	-0.004839663	0.033625521
			3.518705621	-0.004839231	0.033625605
			3.528016584	-0.004838811	0.033625686
			3.537327534	-0.0048384	0.033625765
			3.546638473	-0.004838001	0.033625841
			3.555949401	-0.004837611	0.033625915
			3.565260318	-0.004837231	0.033625987
			3.574571224	-0.00483686	0.033626057
			3.583882119	-0.004836499	0.033626124
			3.593193005	-0.004836146	0.03362619
			3.602503881	-0.004835803	0.033626253
			3.611814747	-0.004835467	0.033626315
			3.621125604	-0.00483514	0.033626375
			3.630436452	-0.004834821	0.033626433
			3.639747292	-0.004834509	0.033626489
			3.649058123	-0.004834205	0.033626544
			3.658368945	-0.004833908	0.033626597
			3.66767976	-0.004833619	0.033626649
			3.676990567	-0.004833336	0.033626699
			3.686301367	-0.00483306	0.033626747
			3.695612159	-0.004832791	0.033626795
			3.704922944	-0.004832527	0.03362684
			3.714233722	-0.00483227	0.033626885
			3.723544493	-0.004832019	0.033626928
			3.732855258	-0.004831774	0.033626971
			3.742166016	-0.004831535	0.033627012
			3.751476768	-0.004831301	0.033627051
			3.760787514	-0.004831072	0.03362709
			3.770098254	-0.004830849	0.033627128
			3.779408989	-0.004830631	0.033627164
			3.788719718	-0.004830417	0.0336272
			3.798030441	-0.004830209	0.033627234
			3.807341159	-0.004830005	0.033627268
			3.816651872	-0.004829806	0.033627301
			3.82596258	-0.004829611	0.033627333
			3.835273283	-0.004829421	0.033627364
			3.844583981	-0.004829235	0.033627394
			3.853894675	-0.004829052	0.033627423
			3.863205364	-0.004828874	0.033627452
			3.872516049	-0.0048287	0.03362748
			3.881826729	-0.00482853	0.033627507
			3.891137406	-0.004828363	0.033627533
			3.900448078	-0.004828201	0.033627559
			3.909758746	-0.004828041	0.033627584
			3.91906941	-0.004827885	0.033627608
			3.928380071	-0.004827732	0.033627632
			3.937690728	-0.004827583	0.033627655
			3.947001381	-0.004827437	0.033627678
			3.956312031	-0.004827294	0.0336277
			3.965622677	-0.004827154	0.033627721
			3.97493332	-0.004827017	0.033627742
			3.98424396	-0.004826882	0.033627762
			3.993554597	-0.004826751	0.033627782
			4.00286523	-0.004826622	0.033627801
			4.012175861	-0.004826496	0.03362782
			4.021486489	-0.004826373	0.033627839
			4.030797113	-0.004826252	0.033627857
			4.040107735	-0.004826134	0.033627874
			4.049418355	-0.004826018	0.033627891
			4.058728971	-0.004825904	0.033627908
			4.068039585	-0.004825793	0.033627924
			4.077350197	-0.004825684	0.03362794
			4.086660805	-0.004825577	0.033627955
			4.095971412	-0.004825473	0.03362797
			4.105282016	-0.00482537	0.033627985
			4.114592618	-0.00482527	0.033627999
			4.123903218	-0.004825171	0.033628013
			4.133213815	-0.004825075	0.033628027
			4.14252441	-0.00482498	0.03362804
			4.151835003	-0.004824887	0.033628053
			4.161145594	-0.004824797	0.033628066
			4.170456183	-0.004824707	0.033628078
			4.179766771	-0.00482462	0.03362809
			4.189077356	-0.004824534	0.033628102
			4.198387939	-0.00482445	0.033628114
			4.20769852	-0.004824368	0.033628125
			4.2170091	-0.004824287	0.033628136
			4.226319678	-0.004824208	0.033628147
			4.235630254	-0.00482413	0.033628158
			4.244940829	-0.004824054	0.033628168
			4.254251402	-0.004823979	0.033628178
			4.263561973	-0.004823906	0.033628188
			4.272872543	-0.004823834	0.033628197
			4.282183111	-0.004823763	0.033628207
			4.291493678	-0.004823694	0.033628216
			4.300804243	-0.004823626	0.033628225
			4.310114807	-0.004823559	0.033628234
			4.31942537	-0.004823494	0.033628242
			4.328735931	-0.00482343	0.033628251
			4.338046491	-0.004823367	0.033628259
			4.347357049	-0.004823305	0.033628267
			4.356667606	-0.004823244	0.033628275
			4.365978162	-0.004823184	0.033628282
			4.375288717	-0.004823126	0.03362829
			4.384599271	-0.004823068	0.033628297
			4.393909823	-0.004823012	0.033628304
			4.403220374	-0.004822956	0.033628311
			4.412530924	-0.004822902	0.033628318
			4.421841473	-0.004822848	0.033628325
			4.431152021	-0.004822796	0.033628332
			4.440462568	-0.004822744	0.033628338
			4.449773114	-0.004822694	0.033628344
			4.459083659	-0.004822644	0.03362835
			4.468394203	-0.004822595	0.033628357
			4.477704745	-0.004822547	0.033628362
			4.487015287	-0.0048225	0.033628368
			4.496325828	-0.004822454	0.033628374
			4.505636368	-0.004822408	0.033628379
			4.514946908	-0.004822364	0.033628385
			4.524257446	-0.00482232	0.03362839
			4.533567983	-0.004822276	0.033628395
			4.54287852	-0.004822234	0.033628401
			4.552189056	-0.004822192	0.033628406
			4.561499591	-0.004822151	0.03362841
			4.570810125	-0.004822111	0.033628415
			4.580120658	-0.004822071	0.03362842
			4.589431191	-0.004822032	0.033628424
			4.598741723	-0.004821994	0.033628429
			4.608052254	-0.004821957	0.033628433
			4.617362785	-0.00482192	0.033628438
			4.626673314	-0.004821883	0.033628442
			4.635983843	-0.004821848	0.033628446
			4.645294372	-0.004821812	0.03362845
			4.6546049	-0.004821778	0.033628454
			4.663915427	-0.004821744	0.033628458
			4.673225953	-0.00482171	0.033628462
			4.682536479	-0.004821678	0.033628466
			4.691847004	-0.004821645	0.033628469
			4.701157529	-0.004821613	0.033628473
			4.710468053	-0.004821582	0.033628477
			4.719778576	-0.004821551	0.03362848
			4.729089099	-0.004821521	0.033628483
			4.738399622	-0.004821491	0.033628487
			4.747710144	-0.004821462	0.03362849
			4.757020665	-0.004821433	0.033628493
			4.766331186	-0.004821405	0.033628496
			4.775641706	-0.004821377	0.0336285
			4.784952226	-0.00482135	0.033628503
			4.794262745	-0.004821323	0.033628506
			4.803573264	-0.004821296	0.033628508
			4.812883782	-0.00482127	0.033628511
			4.8221943	-0.004821244	0.033628514
			4.831504817	-0.004821219	0.033628517
			4.840815334	-0.004821194	0.03362852
			4.850125851	-0.004821169	0.033628522
			4.859436367	-0.004821145	0.033628525
			4.868746882	-0.004821121	0.033628527
			4.878057398	-0.004821098	0.03362853
			4.887367912	-0.004821075	0.033628532
			4.896678427	-0.004821052	0.033628535
			4.905988941	-0.00482103	0.033628537
			4.915299454	-0.004821008	0.03362854
			4.924609968	-0.004820986	0.033628542
			4.93392048	-0.004820965	0.033628544
			4.943230993	-0.004820944	0.033628546
			4.952541505	-0.004820923	0.033628548
			4.961852017	-0.004820903	0.033628551
			4.971162528	-0.004820883	0.033628553
			4.980473039	-0.004820863	0.033628555
			4.98978355	-0.004820844	0.033628557
			4.999094061	-0.004820825	0.033628559
			5.008404571	-0.004820806	0.033628561
			5.017715081	-0.004820787	0.033628563
			5.02702559	-0.004820769	0.033628564
			5.036336099	-0.004820751	0.033628566
			5.045646608	-0.004820733	0.033628568
			5.054957117	-0.004820716	0.03362857
			5.064267625	-0.004820698	0.033628572
			5.073578133	-0.004820681	0.033628573
			5.082888641	-0.004820665	0.033628575
			5.092199148	-0.004820648	0.033628577
			5.101509656	-0.004820632	0.033628578
			5.110820162	-0.004820616	0.03362858
			5.120130669	-0.0048206	0.033628581
			5.129441175	-0.004820585	0.033628583
			5.138751682	-0.004820569	0.033628584
			5.148062188	-0.004820554	0.033628586
			5.157372693	-0.004820539	0.033628587
			5.166683199	-0.004820525	0.033628589
			5.175993704	-0.00482051	0.03362859
			5.185304209	-0.004820496	0.033628592
			5.194614713	-0.004820482	0.033628593
			5.203925218	-0.004820468	0.033628594
			5.213235722	-0.004820455	0.033628596
			5.222546226	-0.004820441	0.033628597
			5.23185673	-0.004820428	0.033628598
			5.241167234	-0.004820415	0.0336286
			5.250477737	-0.004820402	0.033628601
			5.25978824	-0.004820389	0.033628602
			5.269098743	-0.004820377	0.033628603
			5.278409246	-0.004820364	0.033628604
			5.287719749	-0.004820352	0.033628605
			5.297030251	-0.00482034	0.033628607
