exp: x/lambda	exp: y/lambda	theory: x/lambda	theory: y/lambda
5.899631954	-0.03293863	5.263181722	-0.030569192
5.90488722	-0.03528592	5.272421161	-0.030202832
5.914517963	-0.038890509	5.28166358	-0.0298348
5.920742177	-0.030089662	5.290907804	-0.029466231
5.926634828	-0.033047886	5.300152655	-0.029098261
5.93671474	-0.040641414	5.309396963	-0.028732023
5.938415475	-0.03333582	5.318639556	-0.02836865
5.950405652	-0.038897361	5.327879292	-0.028009262
5.959513228	-0.031356273	5.33711503	-0.027654983
5.961744052	-0.038917607	5.34634568	-0.027306909
5.968799696	-0.03699006	5.355570163	-0.026966139
5.975658364	-0.030272057	5.36478745	-0.02663375
5.985447434	-0.03440496	5.373996566	-0.026310797
5.991737666	-0.030351623	5.383196559	-0.025998332
5.99752855	-0.032991718	5.392386572	-0.025697367
6.006887624	-0.031469427	5.401565795	-0.025408895
6.013798081	-0.033386964	5.410733474	-0.025133899
6.021548773	-0.032994975	5.419888968	-0.024873313
6.024497563	-0.038514688	5.429031698	-0.024628045
6.039348039	-0.032943185	5.438161177	-0.024398986
6.039324602	-0.038369698	5.447277023	-0.024186983
6.051294803	-0.03870009	5.456378969	-0.023992839
6.060173451	-0.041683956	5.465466853	-0.023817326
6.060273684	-0.031384318	5.474540627	-0.023661185
6.072225874	-0.037078285	5.483600383	-0.023525107
6.077727315	-0.035912479	5.492646351	-0.023409728
6.08695741	-0.041734786	5.501678901	-0.023315648
6.092779747	-0.032720911	5.510698542	-0.02324342
6.103111878	-0.033022723	5.519705948	-0.023193547
6.107741302	-0.037995741	5.528701952	-0.023166473
6.119633265	-0.035560592	5.537687558	-0.023162583
6.125945483	-0.035630353	5.546663937	-0.023182205
6.134535861	-0.038688088	5.555632423	-0.023225607
6.140643468	-0.038413258	5.564594521	-0.023292998
6.142552618	-0.037042628	5.573551916	-0.023384514
6.155309153	-0.035307373	5.582506448	-0.023500219
6.161255134	-0.032507818	5.591460119	-0.023640101
6.167439911	-0.033917005	5.600415071	-0.023804067
6.178879543	-0.0321901	5.609373571	-0.023991944
6.185393319	-0.035388432	5.618338005	-0.024203478
6.188933409	-0.033291615	5.627310853	-0.024438316
6.198363182	-0.035376797	5.636294672	-0.024696012
6.210189263	-0.031916294	5.645292127	-0.024976014
6.215888283	-0.037604164	5.654305906	-0.025277663
6.220714948	-0.03529596	5.663339519	-0.025600192
6.231370087	-0.032901214	5.672397994	-0.025942712
6.235518326	-0.035280381	5.681488456	-0.02630422
6.24465956	-0.03358341	5.690545614	-0.02668035
6.250444855	-0.029299664	5.699616279	-0.027072368
6.259252562	-0.032211022	5.708701491	-0.027478904
6.268366063	-0.032512849	5.717801889	-0.027898508
6.266561152	-0.03395563	5.726917748	-0.028329589
6.280358268	-0.035224897	5.736048845	-0.028770511
6.287918118	-0.036973291	5.745194575	-0.029219498
6.294522028	-0.036417073	5.754353837	-0.029674756
6.30416197	-0.033266552	5.763525199	-0.030134347
6.309885696	-0.034889139	5.772706834	-0.030596336
6.31585065	-0.035046895	5.78189664	-0.031058712
6.32776497	-0.03777743	5.791092347	-0.031519408
6.330359651	-0.040954892	5.800291561	-0.031976374
6.333799218	-0.037940302	5.809491903	-0.032427536
6.348357035	-0.034961793	5.818691133	-0.032870806
6.352943668	-0.032634459	5.827887198	-0.033304144
6.364380647	-0.033477051	5.837078324	-0.033725559
6.369364482	-0.037890369	5.846263088	-0.034133124
6.381288206	-0.031801523	5.855440491	-0.034524983
6.381256445	-0.034875662	5.86460998	-0.034899378
6.386922467	-0.037925005	5.873771431	-0.035254643
6.394360393	-0.037500145	5.882925146	-0.035589262
6.408125917	-0.034805318	5.892071774	-0.035901894
6.414022095	-0.031683858	5.901212281	-0.03619138
6.422704261	-0.034542807	5.910347886	-0.036456743
6.43177719	-0.031863345	5.919480028	-0.036697213
6.431376201	-0.035754332	5.928610295	-0.036912224
6.444640885	-0.034609805	5.93780515	-0.037095595
6.44666224	-0.031886678	5.946988073	-0.037252541
6.460444848	-0.034792714	5.956164067	-0.037383484
6.46405225	-0.036155243	5.965335157	-0.037489084
6.474710433	-0.028772765	5.974503205	-0.037570217
6.482338128	-0.028665049	5.983669246	-0.037628029
6.486343889	-0.036524763	5.992834172	-0.037663862
6.498668021	-0.031944901	6.001998519	-0.037679183
6.504956332	-0.026224773	6.011162635	-0.037675608
6.504128895	-0.036422153	6.020326637	-0.037654817
6.516538829	-0.036709505	6.029490502	-0.037618525
6.528764773	-0.030604261	6.038654004	-0.037568412
6.533125138	-0.03447807	6.047817124	-0.03750642
6.539785545	-0.030588543	6.056979334	-0.037434064
6.54905924	-0.029633653	6.066140216	-0.03735292
6.550817442	-0.03617359	6.075299382	-0.037264568
6.557793247	-0.032434001	6.084456408	-0.037170448
6.570741146	-0.032573183	6.093610863	-0.037071902
6.575894893	-0.034514546	6.102762325	-0.036970133
6.58027513	-0.03726958	6.111910414	-0.036866229
6.592360082	-0.034322993	6.121054765	-0.036761178
6.595311774	-0.030960646	6.130195121	-0.036655801
6.610330315	-0.033895343	6.13933118	-0.036550861
6.611039218	-0.038578153	6.14846282	-0.036446929
6.625294198	-0.034271859	6.157589836	-0.036344567
6.627536952	-0.032715251	6.166712205	-0.036244141
6.635706008	-0.031848295	6.175829827	-0.036146022
6.642879625	-0.034190733	6.18494274	-0.036050446
6.654748495	-0.035481717	6.19405095	-0.035957613
6.660717569	-0.037152142	6.203154483	-0.035867672
6.666663551	-0.034128467	6.212253449	-0.03578068
6.671831404	-0.030284698	6.221347933	-0.035696738
6.678914964	-0.039192472	6.2304381	-0.035615805
6.686209949	-0.033650854	6.239523996	-0.035537933
6.690352021	-0.031115861	6.248605817	-0.035463025
6.699562254	-0.034708777	6.257683658	-0.035391105
6.705401021	-0.034027052	6.266757739	-0.035322036
6.716868795	-0.037010576	6.275828116	-0.035255817
6.717321361	-0.037073645	6.284895004	-0.035192311
6.735398357	-0.033948519	6.293958531	-0.035131469
6.738082954	-0.033941491	6.30301885	-0.035073178
6.746750771	-0.030834794	6.312076064	-0.03501737
6.757575023	-0.035876978	6.321130337	-0.034963948
6.761799252	-0.037219444	6.3301818	-0.034912805
6.767745234	-0.036915101	6.339230548	-0.034863877
6.77785743	-0.033751498	6.348276767	-0.034817046
6.785583178	-0.036840369	6.357320528	-0.034772254
6.791466705	-0.036912062	6.366361958	-0.034729392
6.79629248	-0.031492253	6.375401155	-0.034688404
6.815313085	-0.033739302	6.384438244	-0.034649174
6.815313085	-0.033739302	6.393473297	-0.034611665
6.827132186	-0.029256968	6.402506456	-0.034575759
6.827318391	-0.036720548	6.41153775	-0.034541423
6.836485064	-0.036602717	6.420567318	-0.034508558
6.844832871	-0.031764475	6.42959522	-0.034477115
6.853880171	-0.030588739	6.43862153	-0.034447026
6.857844297	-0.038454155	6.447646335	-0.034418229
6.871653203	-0.033591804	6.456669692	-0.034390667
6.87787332	-0.033575519	6.465691684	-0.034364285
6.884138769	-0.028335079	6.474712371	-0.034339028
6.892672678	-0.033223816	6.483731804	-0.034314843
6.898809781	-0.036620479	6.492750052	-0.03429169
6.898633293	-0.031915479	6.501767176	-0.034269507
6.909896821	-0.033491682	6.51078321	-0.034248271
6.924090776	-0.035769241	6.519798228	-0.034227917
6.928503982	-0.031419019	6.528812251	-0.034208427
6.936183295	-0.034297944	6.537825349	-0.034189742
6.942465028	-0.032519259	6.546837543	-0.034171842
6.945964984	-0.033397255	6.555848894	-0.034154679
6.956871475	-0.031207436	6.564859434	-0.034138226
6.966082285	-0.037488405	6.573869195	-0.034122449
6.967299667	-0.033341401	6.582878222	-0.034107318
6.975715031	-0.030574969	6.591886541	-0.034092805
6.986330423	-0.033190067	6.600894189	-0.034078883
6.995288898	-0.033757783	6.609901194	-0.034065524
7.004413615	-0.029909311	6.618907583	-0.034052705
7.017476451	-0.030479347	6.627913387	-0.034040402
7.014648956	-0.033217441	6.636918632	-0.034028589
7.02594634	-0.033187864	6.645923342	-0.034017249
7.028740488	-0.029571794	6.654927539	-0.034006355
7.035314395	-0.036136929	6.663931247	-0.033995896
7.044463216	-0.033139387	6.672934495	-0.033985843
7.056968253	-0.031018186	6.681937289	-0.033976189
7.059098321	-0.029922493	6.690939665	-0.033966906
7.070491455	-0.031270469	6.699941627	-0.033957986
7.072832363	-0.035004916	6.708943204	-0.033949409
7.078074435	-0.034282829	6.717944405	-0.033941162
7.089151238	-0.034503027	6.72694525	-0.033933231
7.100933796	-0.030213242	6.735945756	-0.0339256
7.103549079	-0.036012017	6.744945931	-0.033918262
7.114637754	-0.036217954	6.753945797	-0.033911197
7.12311301	-0.035167694	6.762945362	-0.0339044
7.131772997	-0.029343326	6.771944643	-0.033897854
7.136468942	-0.037341257	6.780943645	-0.033891554
7.138077833	-0.034566083	6.789942389	-0.033885486
7.151968595	-0.034503905	6.798940879	-0.033879642
7.155780077	-0.032898665	6.807939129	-0.033874012
7.166125985	-0.039046167	6.816937147	-0.033868587
7.170411952	-0.028736535	6.825934942	-0.033863359
7.181490973	-0.037864209	6.834932526	-0.03385832
7.18396393	-0.038720156	6.843929905	-0.033853462
7.192792192	-0.029604366	6.85292709	-0.033848778
7.203337289	-0.030179649	6.861924087	-0.033844261
7.210417588	-0.032704919	6.870920904	-0.033839903
7.219639818	-0.026734793	6.87991755	-0.033835699
7.228731056	-0.035549665	6.888914029	-0.033831643
7.229917087	-0.032812774	6.897910349	-0.033827727
7.23599877	-0.03420186	6.906906517	-0.033823948
7.255315706	-0.029779618	6.915902538	-0.0338203
7.255315706	-0.032955245	6.924898418	-0.033816776
7.257941454	-0.02663452	6.933894164	-0.033813374
7.273958269	-0.031762492	6.942889779	-0.033810087
7.278934862	-0.029524523	6.951885269	-0.033806912
7.282214587	-0.038462935	6.96088064	-0.033803843
7.289451916	-0.032514471	6.969875894	-0.033800878
7.300415312	-0.033528095	6.978871039	-0.033798011
7.308829538	-0.029399418	6.987866076	-0.03379524
7.311687771	-0.032439793	6.996861011	-0.03379256
7.317073999	-0.033476608	7.005855847	-0.033789968
7.32985124	-0.029247028	7.014850589	-0.033787461
7.3352877	-0.031076309	7.023845239	-0.033785036
7.341632926	-0.029323265	7.032839801	-0.033782689
7.350305794	-0.033904217	7.041834279	-0.033780417
7.3596184	-0.032314311	7.050828674	-0.033778219
7.36234337	-0.03497209	7.059822992	-0.03377609
7.378373871	-0.034462183	7.068817233	-0.03377403
7.383095865	-0.032209812	7.077811402	-0.033772035
7.390420699	-0.032136671	7.0868055	-0.033770102
7.397948849	-0.030849315	7.095799531	-0.03376823
7.398538459	-0.030466634	7.104793497	-0.033766416
7.410272607	-0.029227146	7.1137874	-0.033764658
7.420053036	-0.034463475	7.122781242	-0.033762954
7.424797559	-0.035015016	7.131775026	-0.033761303
7.431069585	-0.032127252	7.140768754	-0.033759702
7.440551304	-0.036760216	7.149762427	-0.03375815
7.449749946	-0.034138532	7.158756048	-0.033756644
7.455226782	-0.037007022	7.167749617	-0.033755184
7.463162635	-0.030687246	7.176743139	-0.033753768
7.471389339	-0.032914841	7.185736613	-0.033752394
7.478476664	-0.032225835	7.194730041	-0.03375106
7.485675151	-0.031824272	7.203723425	-0.033749767
7.496281281	-0.034974351	7.212716767	-0.033748511
7.499100942	-0.028807949	7.221710068	-0.033747291
7.509955559	-0.030741147	7.23070333	-0.033746108
7.513773266	-0.02900455	7.239696553	-0.033744958
7.518880141	-0.029834836	7.248689739	-0.033743842
7.531678497	-0.028805712	7.257682889	-0.033742758
7.537521451	-0.032085456	7.266676005	-0.033741704
7.546714682	-0.036295899	7.275669088	-0.033740681
7.55442342	-0.03212508	7.284662138	-0.033739686
7.554018604	-0.033749371	7.293655157	-0.03373872
7.565130631	-0.03490816	7.302648145	-0.03373778
7.573761276	-0.031753685	7.311641104	-0.033736867
7.582344681	-0.037677195	7.320634035	-0.033735979
7.585236143	-0.031723644	7.329626939	-0.033735116
7.59540903	-0.040099282	7.338619816	-0.033734276
7.606128607	-0.037063359	7.347612668	-0.03373346
7.612074588	-0.034576061	7.356605494	-0.033732665
7.620784482	-0.034401206	7.365598297	-0.033731893
7.628606317	-0.031386792	7.374591076	-0.033731141
7.635858513	-0.037537096	7.383583833	-0.033730409
7.647846739	-0.036324896	7.392576568	-0.033729697
7.646892624	-0.034664789	7.401569282	-0.033729004
7.656513318	-0.031764243	7.410561975	-0.033728329
7.662785972	-0.034448496	7.419554649	-0.033727672
7.67220952	-0.036527978	7.428547303	-0.033727032
7.674501196	-0.031598909	7.437539938	-0.03372641
7.689372346	-0.037396996	7.446532556	-0.033725803
7.695176364	-0.034227092	7.455525156	-0.033725212
7.701467801	-0.034968077	7.464517739	-0.033724636
7.710197629	-0.034221043	7.473510305	-0.033724075
7.717709405	-0.031468117	7.482502855	-0.033723529
7.725048234	-0.037303597	7.49149539	-0.033722996
7.729500315	-0.031468082	7.50048791	-0.033722477
7.736862825	-0.034480537	7.509480415	-0.033721971
7.74492689	-0.035989311	7.518472906	-0.033721478
7.754778141	-0.034018823	7.527465383	-0.033720997
7.760724122	-0.034208847	7.536457847	-0.033720528
7.770127128	-0.036009691	7.545450298	-0.033720071
7.775619325	-0.034379457	7.554442737	-0.033719625
7.787022417	-0.032242452	7.563435163	-0.03371919
7.788367289	-0.033246078	7.572427577	-0.033718765
7.793555081	-0.034324506	7.58141998	-0.033718351
7.806890352	-0.031085765	7.590412371	-0.033717948
7.814026385	-0.030016705	7.599404752	-0.033717553
7.824172609	-0.034313813	7.608397122	-0.033717169
7.826129917	-0.03427923	7.617389481	-0.033716793
7.83802188	-0.03391827	7.626381831	-0.033716427
7.849332358	-0.030236014	7.635374171	-0.033716069
7.855859824	-0.036961132	7.644366502	-0.03371572
7.852988162	-0.033818934	7.653358823	-0.033715379
7.870338239	-0.033608245	7.662351136	-0.033715046
7.876819039	-0.033561516	7.671343439	-0.033714721
7.879942728	-0.032978704	7.680335735	-0.033714403
7.888573853	-0.033652488	7.689328022	-0.033714093
7.894686468	-0.030960832	7.698320301	-0.03371379
7.901336185	-0.032870901	7.707312572	-0.033713494
7.911427351	-0.032710013	7.716304836	-0.033713204
7.918327195	-0.030851611	7.725297093	-0.033712921
7.922588107	-0.033246301	7.734289342	-0.033712645
7.934930113	-0.032615883	7.743281584	-0.033712375
7.936024436	-0.036685934	7.75227382	-0.033712111
7.951113327	-0.032423249	7.761266049	-0.033711853
7.950995526	-0.036712067	7.770258271	-0.033711601
7.960202091	-0.033604366	7.779250488	-0.033711354
7.968618954	-0.038035186	7.788242698	-0.033711113
7.97851498	-0.032686164	7.797234902	-0.033710877
7.983809813	-0.030361668	7.806227101	-0.033710647
7.99529498	-0.027998574	7.815219293	-0.033710421
7.998563377	-0.030641553	7.824211481	-0.0337102
		7.833203663	-0.033709985
		7.842195839	-0.033709774
		7.851188011	-0.033709567
		7.860180178	-0.033709365
		7.86917234	-0.033709167
		7.878164497	-0.033708973
		7.88715665	-0.033708784
		7.896148798	-0.033708598
		7.905140942	-0.033708417
		7.914133081	-0.033708239
		7.923125217	-0.033708065
		7.932117348	-0.033707895
		7.941109475	-0.033707728
		7.950101599	-0.033707564
		7.959093719	-0.033707404
		7.968085835	-0.033707248
		7.977077948	-0.033707094
		7.986070057	-0.033706944
		7.995062162	-0.033706796
		8.004054265	-0.033706652
		8.013046364	-0.033706511
		8.02203846	-0.033706372
		8.031030553	-0.033706236
		8.040022643	-0.033706103
		8.04901473	-0.033705973
		8.058006814	-0.033705845
		8.066998895	-0.033705719
		8.075990974	-0.033705597
		8.08498305	-0.033705476
		8.093975123	-0.033705358
		8.102967193	-0.033705242
		8.111959262	-0.033705129
		8.120951327	-0.033705017
		8.129943391	-0.033704908
		8.138935452	-0.033704801
		8.14792751	-0.033704696
		8.156919567	-0.033704593
		8.165911621	-0.033704491
		8.174903674	-0.033704392
		8.183895724	-0.033704295
		8.192887772	-0.033704199
		8.201879818	-0.033704106
		8.210871862	-0.033704014
		8.219863904	-0.033703923
		8.228855945	-0.033703835
		8.237847983	-0.033703748
		8.24684002	-0.033703662
		8.255832055	-0.033703579
		8.264824089	-0.033703496
		8.27381612	-0.033703415
		8.28280815	-0.033703336
		8.291800179	-0.033703258
		8.300792206	-0.033703182
		8.309784231	-0.033703107
		8.318776255	-0.033703033
		8.327768277	-0.03370296
		8.336760298	-0.033702889
		8.345752318	-0.033702819
		8.354744336	-0.033702751
		8.363736353	-0.033702683
		8.372728369	-0.033702617
		8.381720383	-0.033702552
		8.390712396	-0.033702488
		8.399704408	-0.033702425
		8.408696418	-0.033702363
		8.417688427	-0.033702302
		8.426680436	-0.033702243
		8.435672443	-0.033702184
		8.444664449	-0.033702126
		8.453656454	-0.03370207
		8.462648457	-0.033702014
		8.47164046	-0.033701959
		8.480632462	-0.033701905
		8.489624462	-0.033701852
		8.498616462	-0.0337018
		8.507608461	-0.033701749
		8.516600459	-0.033701699
		8.525592456	-0.033701649
		8.534584452	-0.033701601
		8.543576447	-0.033701553
		8.552568441	-0.033701506
		8.561560434	-0.033701459
		8.570552427	-0.033701414
		8.579544418	-0.033701369
		8.588536409	-0.033701325
		8.597528399	-0.033701281
		8.606520389	-0.033701239
		8.615512377	-0.033701197
		8.624504365	-0.033701155
		8.633496352	-0.033701115
		8.642488339	-0.033701075
		8.651480324	-0.033701035
		8.660472309	-0.033700996
		8.669464293	-0.033700958
		8.678456277	-0.033700921
		8.68744826	-0.033700884
		8.696440242	-0.033700847
		8.705432224	-0.033700811
		8.714424205	-0.033700776
		8.723416186	-0.033700741
		8.732408165	-0.033700707
		8.741400145	-0.033700674
		8.750392123	-0.03370064
		8.759384102	-0.033700608
		8.768376079	-0.033700576
		8.777368056	-0.033700544
		8.786360033	-0.033700513
		8.795352009	-0.033700482
		8.804343984	-0.033700452
		8.813335959	-0.033700422
		8.822327934	-0.033700393
		8.831319908	-0.033700364
		8.840311881	-0.033700335
		8.849303854	-0.033700307
		8.858295827	-0.033700279
		8.867287799	-0.033700252
		8.87627977	-0.033700225
		8.885271742	-0.033700199
		8.894263712	-0.033700173
		8.903255683	-0.033700147
		8.912247653	-0.033700122
		8.921239622	-0.033700097
		8.930231591	-0.033700072
		8.93922356	-0.033700048
		8.948215528	-0.033700024
		8.957207496	-0.033700001
		8.966199464	-0.033699978
		8.975191431	-0.033699955
		8.984183398	-0.033699932
		8.993175364	-0.03369991
		9.00216733	-0.033699888
		9.011159296	-0.033699867
		9.020151262	-0.033699846
		9.029143227	-0.033699825
		9.038135192	-0.033699804
		9.047127156	-0.033699784
		9.05611912	-0.033699764
		9.065111084	-0.033699744
		9.074103047	-0.033699724
		9.083095011	-0.033699705
		9.092086973	-0.033699686
		9.101078936	-0.033699668
		9.110070898	-0.033699649
		9.11906286	-0.033699631
		9.128054822	-0.033699613
		9.137046784	-0.033699596
		9.146038745	-0.033699578
		9.155030706	-0.033699561
		9.164022666	-0.033699544
		9.173014627	-0.033699527
		9.182006587	-0.033699511
		9.190998547	-0.033699495
		9.199990507	-0.033699478
		9.208982466	-0.033699463
		9.217974425	-0.033699447
		9.226966384	-0.033699432
		9.235958343	-0.033699416
		9.244950301	-0.033699402
		9.25394226	-0.033699387
		9.262934218	-0.033699372
		9.271926176	-0.033699358
		9.280918133	-0.033699344
		9.289910091	-0.03369933
		9.298902048	-0.033699316
		9.307894005	-0.033699302
		9.316885962	-0.033699289
		9.325877918	-0.033699275
		9.334869875	-0.033699262
		9.343861831	-0.033699249
		9.352853787	-0.033699236
		9.361845743	-0.033699224
		9.370837699	-0.033699211
		9.379829654	-0.033699199
		9.38882161	-0.033699187
		9.397813565	-0.033699175
		9.40680552	-0.033699163
		9.415797475	-0.033699151
		9.424789429	-0.03369914
		9.433781384	-0.033699128
		9.442773338	-0.033699117
		9.451765292	-0.033699106
		9.460757246	-0.033699095
		9.4697492	-0.033699084
		9.478741154	-0.033699073
		9.487733108	-0.033699063
		9.496725061	-0.033699052
		9.505717014	-0.033699042
		9.514708968	-0.033699032
		9.523700921	-0.033699022
		9.532692874	-0.033699012
		9.541684826	-0.033699002
		9.550676779	-0.033698992
		9.559668732	-0.033698982
		9.568660684	-0.033698973
		9.577652636	-0.033698964
		9.586644588	-0.033698954
		9.59563654	-0.033698945
		9.604628492	-0.033698936
		9.613620444	-0.033698927
		9.622612396	-0.033698918
		9.631604347	-0.033698909
		9.640596299	-0.033698901
		9.64958825	-0.033698892
		9.658580201	-0.033698884
		9.667572153	-0.033698875
		9.676564104	-0.033698867
		9.685556055	-0.033698859
		9.694548005	-0.033698851
		9.703539956	-0.033698843
		9.712531907	-0.033698835
		9.721523857	-0.033698827
		9.730515808	-0.033698819
		9.739507758	-0.033698812
		9.748499708	-0.033698804
		9.757491658	-0.033698797
		9.766483608	-0.033698789
		9.775475558	-0.033698782
		9.784467508	-0.033698775
		9.793459458	-0.033698768
		9.802451408	-0.033698761
		9.811443357	-0.033698754
		9.820435307	-0.033698747
		9.829427256	-0.03369874
		9.838419205	-0.033698733
		9.847411155	-0.033698727
		9.856403104	-0.03369872
		9.865395053	-0.033698714
		9.874387002	-0.033698707
		9.883378951	-0.033698701
		9.8923709	-0.033698694
		9.901362848	-0.033698688
		9.910354797	-0.033698682
		9.919346746	-0.033698676
		9.928338694	-0.03369867
		9.937330643	-0.033698664
		9.946322591	-0.033698658
		9.955314539	-0.033698652
		9.964306487	-0.033698646
		9.973298436	-0.033698641
		9.982290384	-0.033698635
		9.991282332	-0.03369863
		10.00027428	-0.033698624
		10.00926623	-0.033698619
		10.01825818	-0.033698613
		10.02725012	-0.033698608
		10.03624207	-0.033698603
		10.04523402	-0.033698597
		10.05422597	-0.033698592
		10.06321791	-0.033698587
		10.07220986	-0.033698582
		10.08120181	-0.033698577
		10.09019376	-0.033698572
		10.0991857	-0.033698568
		10.10817765	-0.033698563
		10.1171696	-0.033698558
		10.12616154	-0.033698553
		10.13515349	-0.033698549
		10.14414544	-0.033698544
		10.15313738	-0.03369854
		10.16212933	-0.033698535
		10.17112128	-0.033698531
		10.18011323	-0.033698526
		10.18910517	-0.033698522
		10.19809712	-0.033698518
		10.20708906	-0.033698513
		10.21608101	-0.033698509
		10.22507296	-0.033698505
		10.2340649	-0.033698501
		10.24305685	-0.033698497
		10.2520488	-0.033698493
		10.26104074	-0.033698489
		10.27003269	-0.033698485
		10.27902464	-0.033698481
		10.28801658	-0.033698477
		10.29700853	-0.033698473
		10.30600047	-0.03369847
		10.31499242	-0.033698466
		10.32398437	-0.033698462
		10.33297631	-0.033698458
		10.34196826	-0.033698455
		10.3509602	-0.033698451
		10.35995215	-0.033698448
		10.36894409	-0.033698444
		10.37793604	-0.033698441
		10.38692799	-0.033698437
		10.39591993	-0.033698434
		10.40491188	-0.033698431
		10.41390382	-0.033698427
		10.42289577	-0.033698424
		10.43188771	-0.033698421
		10.44087966	-0.033698417
		10.4498716	-0.033698414
		10.45886355	-0.033698411
		10.4678555	-0.033698408
		10.47684744	-0.033698405
		10.48583939	-0.033698401
		10.49483133	-0.033698398
		10.50382328	-0.033698395
		10.51281522	-0.033698392
		10.52180717	-0.033698389
		10.53079911	-0.033698386
		10.53979106	-0.033698383
		10.548783	-0.03369838
		10.55777495	-0.033698378
		10.56676689	-0.033698375
		10.57575884	-0.033698372
		10.58475078	-0.033698369
		10.59374273	-0.033698366
		10.60273467	-0.033698363
		10.61172662	-0.033698361
		10.62071856	-0.033698358
		10.62971051	-0.033698355
		10.63870245	-0.033698353
		10.6476944	-0.03369835
		10.65668634	-0.033698347
		10.66567829	-0.033698345
		10.67467023	-0.033698342
		10.68366218	-0.033698339
		10.69265412	-0.033698337
		10.70164606	-0.033698334
		10.71063801	-0.033698332
		10.71962995	-0.033698329
		10.7286219	-0.033698327
		10.73761384	-0.033698324
		10.74660579	-0.033698322
		10.75559773	-0.03369832
		10.76458968	-0.033698317
		10.77358162	-0.033698315
		10.78257357	-0.033698312
		10.79156551	-0.03369831
		10.80055745	-0.033698308
		10.8095494	-0.033698305
		10.81854134	-0.033698303
		10.82753329	-0.033698301
		10.83652523	-0.033698299
		10.84551718	-0.033698296
		10.85450912	-0.033698294
		10.86350106	-0.033698292
		10.87249301	-0.03369829
		10.88148495	-0.033698288
		10.8904769	-0.033698286
		10.89946884	-0.033698284
		10.90846079	-0.033698282
		10.91745273	-0.033698279
		10.92644467	-0.033698277
		10.93543662	-0.033698275
		10.94442856	-0.033698273
		10.95342051	-0.033698271
		10.96241245	-0.033698269
		10.97140439	-0.033698268
		10.98039634	-0.033698266
		10.98938828	-0.033698264
		10.99838023	-0.033698262
		11.00737217	-0.03369826
		11.01636411	-0.033698258
		11.02535606	-0.033698256
		11.034348	-0.033698254
		11.04333995	-0.033698253
		11.05233189	-0.033698251
		11.06132383	-0.033698249
		11.07031578	-0.033698247
		11.07930772	-0.033698246
		11.08829966	-0.033698244
		11.09729161	-0.033698242
		11.10628355	-0.033698241
		11.1152755	-0.033698239
		11.12426744	-0.033698237
		11.13325938	-0.033698236
		11.14225133	-0.033698234
		11.15124327	-0.033698233
		11.16023521	-0.033698231
		11.16922716	-0.03369823
		11.1782191	-0.033698228
		11.18721104	-0.033698226
		11.19620299	-0.033698225
		11.20519493	-0.033698223
		11.21418687	-0.033698222
		11.22317882	-0.033698221
		11.23217076	-0.033698219
		11.2411627	-0.033698218
		11.25015465	-0.033698216
		11.25914659	-0.033698215
		11.26813853	-0.033698214
		11.27713048	-0.033698212
		11.28612242	-0.033698211
		11.29511436	-0.033698209
		11.30410631	-0.033698208
		11.31309825	-0.033698207
		11.32209019	-0.033698205
		11.33108214	-0.033698204
		11.34007408	-0.033698203
		11.34906602	-0.033698202
		11.35805797	-0.0336982
		11.36704991	-0.033698199
		11.37604185	-0.033698198
		11.3850338	-0.033698197
		11.39402574	-0.033698195
		11.40301768	-0.033698194
		11.41200963	-0.033698193
		11.42100157	-0.033698192
		11.42999351	-0.033698191
		11.43898546	-0.033698189
		11.4479774	-0.033698188
		11.45696934	-0.033698187
		11.46596129	-0.033698186
		11.47495323	-0.033698185
		11.48394517	-0.033698184
		11.49293712	-0.033698182
		11.50192906	-0.033698181
		11.510921	-0.03369818
		11.51991294	-0.033698179
		11.52890489	-0.033698178
		11.53789683	-0.033698177
		11.54688877	-0.033698176
		11.55588072	-0.033698175
		11.56487266	-0.033698174
		11.5738646	-0.033698172
		11.58285655	-0.033698171
		11.59184849	-0.03369817
		11.60084043	-0.033698169
		11.60983238	-0.033698168
		11.61882432	-0.033698167
		11.62781626	-0.033698166
		11.6368082	-0.033698165
		11.64580015	-0.033698164
		11.65479209	-0.033698163
		11.66378403	-0.033698162
		11.67277598	-0.033698161
		11.68176792	-0.03369816
		11.69075986	-0.033698159
		11.69975181	-0.033698158
		11.70874375	-0.033698157
		11.71773569	-0.033698156
		11.72672763	-0.033698155
		11.73571958	-0.033698154
		11.74471152	-0.033698153
		11.75370346	-0.033698152
		11.76269541	-0.033698151
		11.77168735	-0.03369815
		11.78067929	-0.033698149
		11.78967123	-0.033698148
		11.79866318	-0.033698147
		11.80765512	-0.033698146
		11.81664706	-0.033698145
		11.82563901	-0.033698144
		11.83463095	-0.033698143
		11.84362289	-0.033698142
		11.85261483	-0.033698141
		11.86160678	-0.03369814
		11.87059872	-0.033698139
		11.87959066	-0.033698139
		11.88858261	-0.033698138
		11.89757455	-0.033698137
		11.90656649	-0.033698136
		11.91555843	-0.033698135
		11.92455038	-0.033698134
		11.93354232	-0.033698133
		11.94253426	-0.033698133
		11.95152621	-0.033698132
		11.96051815	-0.033698131
		11.96951009	-0.03369813
		11.97850203	-0.033698129
		11.98749398	-0.033698128
		11.99648592	-0.033698128
		12.00547786	-0.033698127
		12.0144698	-0.033698126
		12.02346175	-0.033698125
		12.03245369	-0.033698125
		12.04144563	-0.033698124
		12.05043758	-0.033698123
