exp: x/lambda	exp: y/lambda	exp: z/lambda	theory: x/lambda	theory: y/lambda	theory: z/lambda
3.988219745	-0.008744818	0.023391872	2.611268668	-0.007646756	0.033668127
3.997192219	-0.006955162	0.025418989	2.620603286	-0.007634104	0.033673999
			2.629937335	-0.007621939	0.033679561
			2.639270837	-0.007610248	0.033684831
			2.648603813	-0.007599006	0.033689827
			2.657936289	-0.007588196	0.033694563
			2.667268285	-0.0075778	0.033699056
			2.676599822	-0.0075678	0.033703319
			2.685930918	-0.00755818	0.033707365
			2.695261594	-0.007548924	0.033711207
			2.704591867	-0.007540017	0.033714856
			2.713921753	-0.007531445	0.033718323
			2.723251269	-0.007523193	0.033721618
			2.732580433	-0.007515248	0.033724752
			2.741909253	-0.0075076	0.033727731
			2.751237752	-0.007500232	0.033730566
			2.760565933	-0.007493138	0.033733263
			2.769893821	-0.007486301	0.033735831
			2.779221417	-0.007479717	0.033738276
			2.788548743	-0.007473369	0.033740605
			2.7978758	-0.007467254	0.033742824
			2.807202609	-0.007461357	0.033744939
			2.816529171	-0.007455674	0.033746955
			2.825855505	-0.007450191	0.033748879
			2.835181611	-0.007444906	0.033750713
			2.844507507	-0.007439806	0.033752464
			2.853833193	-0.007434888	0.033754135
			2.863158686	-0.00743014	0.03375573
			2.872483984	-0.00742556	0.033757254
			2.881809105	-0.007421138	0.03375871
			2.891134047	-0.00741687	0.0337601
			2.900458824	-0.007412749	0.03376143
			2.909783437	-0.007408769	0.033762701
			2.919107897	-0.007404926	0.033763917
			2.928432206	-0.007401213	0.033765079
			2.937756373	-0.007397626	0.033766192
			2.947080402	-0.00739416	0.033767257
			2.956404298	-0.00739081	0.033768277
			2.965728067	-0.007387572	0.033769253
			2.975051713	-0.007384442	0.033770188
			2.984375241	-0.007381415	0.033771084
			2.993698656	-0.007378488	0.033771943
			3.003021962	-0.007375657	0.033772766
			3.012345162	-0.007372919	0.033773555
			3.021668262	-0.007370269	0.033774312
			3.030991264	-0.007367705	0.033775038
			3.040314172	-0.007365223	0.033775734
			3.04963699	-0.007362821	0.033776403
			3.058959721	-0.007360496	0.033777044
			3.068282368	-0.007358244	0.033777661
			3.077604934	-0.007356063	0.033778252
			3.086927423	-0.007353951	0.033778821
			3.096249836	-0.007351905	0.033779367
			3.105572178	-0.007349923	0.033779892
			3.114894449	-0.007348002	0.033780397
			3.124216653	-0.007346141	0.033780882
			3.133538792	-0.007344337	0.033781348
			3.142860869	-0.007342588	0.033781797
			3.152182885	-0.007340892	0.033782228
			3.161504843	-0.007339248	0.033782644
			3.170826745	-0.007337654	0.033783044
			3.180148592	-0.007336107	0.033783428
			3.189470387	-0.007334607	0.033783799
			3.198792132	-0.00733315	0.033784156
			3.208113827	-0.007331738	0.033784499
			3.217435475	-0.007330367	0.033784831
			3.226757078	-0.007329037	0.03378515
			3.236078637	-0.007327745	0.033785457
			3.245400153	-0.007326491	0.033785754
			3.254721628	-0.007325273	0.03378604
			3.264043063	-0.00732409	0.033786315
			3.273364461	-0.007322941	0.033786581
			3.28268582	-0.007321826	0.033786838
			3.292007144	-0.007320741	0.033787085
			3.301328433	-0.007319688	0.033787324
			3.310649689	-0.007318664	0.033787555
			3.319970912	-0.007317669	0.033787777
			3.329292104	-0.007316701	0.033787992
			3.338613265	-0.007315761	0.0337882
			3.347934397	-0.007314847	0.0337884
			3.357255501	-0.007313958	0.033788594
			3.366576576	-0.007313093	0.033788781
			3.375897625	-0.007312252	0.033788962
			3.385218649	-0.007311434	0.033789137
			3.394539647	-0.007310638	0.033789306
			3.40386062	-0.007309864	0.033789469
			3.413181571	-0.00730911	0.033789627
			3.422502498	-0.007308377	0.03378978
			3.431823404	-0.007307663	0.033789928
			3.441144288	-0.007306968	0.033790071
			3.450465151	-0.007306291	0.033790209
			3.459785994	-0.007305633	0.033790343
			3.469106818	-0.007304991	0.033790473
			3.478427623	-0.007304366	0.033790599
			3.487748409	-0.007303758	0.03379072
			3.497069178	-0.007303165	0.033790838
			3.50638993	-0.007302587	0.033790952
			3.515710665	-0.007302024	0.033791063
			3.525031383	-0.007301476	0.03379117
			3.534352086	-0.007300941	0.033791273
			3.543672774	-0.00730042	0.033791374
			3.552993446	-0.007299912	0.033791471
			3.562314105	-0.007299417	0.033791566
			3.571634749	-0.007298935	0.033791657
			3.58095538	-0.007298464	0.033791746
			3.590275998	-0.007298005	0.033791832
			3.599596603	-0.007297558	0.033791916
			3.608917195	-0.007297121	0.033791997
			3.618237776	-0.007296695	0.033792075
			3.627558344	-0.00729628	0.033792151
			3.636878902	-0.007295874	0.033792226
			3.646199448	-0.007295479	0.033792297
			3.655519983	-0.007295093	0.033792367
			3.664840508	-0.007294716	0.033792435
			3.674161023	-0.007294348	0.033792501
			3.683481528	-0.007293989	0.033792564
			3.692802024	-0.007293639	0.033792626
			3.70212251	-0.007293296	0.033792687
			3.711442987	-0.007292962	0.033792745
			3.720763455	-0.007292636	0.033792802
			3.730083915	-0.007292317	0.033792857
			3.739404366	-0.007292006	0.033792911
			3.748724809	-0.007291702	0.033792963
			3.758045244	-0.007291405	0.033793014
			3.767365672	-0.007291115	0.033793063
			3.776686092	-0.007290831	0.033793111
			3.786006504	-0.007290554	0.033793158
			3.79532691	-0.007290283	0.033793203
			3.804647309	-0.007290019	0.033793247
			3.813967701	-0.00728976	0.03379329
			3.823288086	-0.007289507	0.033793332
			3.832608465	-0.00728926	0.033793372
			3.841928838	-0.007289018	0.033793412
			3.851249205	-0.007288782	0.03379345
			3.860569566	-0.007288551	0.033793488
			3.869889921	-0.007288325	0.033793524
			3.879210271	-0.007288104	0.033793559
			3.888530615	-0.007287888	0.033793594
			3.897850954	-0.007287677	0.033793628
			3.907171287	-0.00728747	0.03379366
			3.916491616	-0.007287267	0.033793692
			3.92581194	-0.007287069	0.033793723
			3.935132259	-0.007286876	0.033793753
			3.944452573	-0.007286686	0.033793783
			3.953772882	-0.007286501	0.033793812
			3.963093188	-0.007286319	0.03379384
			3.972413489	-0.007286141	0.033793867
			3.981733785	-0.007285967	0.033793893
			3.991054078	-0.007285797	0.033793919
			4.000374366	-0.00728563	0.033793944
			4.009694651	-0.007285467	0.033793969
			4.019014932	-0.007285307	0.033793993
			4.028335209	-0.007285151	0.033794016
			4.037655482	-0.007284997	0.033794039
			4.046975752	-0.007284847	0.033794061
			4.056296018	-0.0072847	0.033794083
			4.065616281	-0.007284556	0.033794104
			4.074936541	-0.007284415	0.033794125
			4.084256798	-0.007284277	0.033794145
			4.093577051	-0.007284141	0.033794165
			4.102897301	-0.007284008	0.033794184
			4.112217548	-0.007283878	0.033794203
			4.121537793	-0.007283751	0.033794221
			4.130858034	-0.007283626	0.033794239
			4.140178273	-0.007283503	0.033794256
			4.149498509	-0.007283383	0.033794273
			4.158818742	-0.007283266	0.03379429
			4.168138972	-0.00728315	0.033794306
			4.177459201	-0.007283037	0.033794322
			4.186779426	-0.007282927	0.033794337
			4.196099649	-0.007282818	0.033794352
			4.20541987	-0.007282711	0.033794367
			4.214740089	-0.007282607	0.033794381
			4.224060305	-0.007282504	0.033794395
			4.233380519	-0.007282404	0.033794409
			4.242700731	-0.007282305	0.033794422
			4.25202094	-0.007282208	0.033794435
			4.261341148	-0.007282114	0.033794448
			4.270661353	-0.007282021	0.033794461
			4.279981557	-0.007281929	0.033794473
			4.289301759	-0.00728184	0.033794485
			4.298621959	-0.007281752	0.033794497
			4.307942156	-0.007281666	0.033794508
			4.317262353	-0.007281581	0.033794519
			4.326582547	-0.007281498	0.03379453
			4.33590274	-0.007281416	0.033794541
			4.34522293	-0.007281336	0.033794551
			4.35454312	-0.007281258	0.033794561
			4.363863307	-0.007281181	0.033794571
			4.373183493	-0.007281105	0.033794581
			4.382503678	-0.007281031	0.033794591
			4.391823861	-0.007280958	0.0337946
			4.401144042	-0.007280886	0.033794609
			4.410464222	-0.007280816	0.033794618
			4.419784401	-0.007280747	0.033794627
			4.429104578	-0.007280679	0.033794635
			4.438424754	-0.007280613	0.033794644
			4.447744929	-0.007280547	0.033794652
			4.457065102	-0.007280483	0.03379466
			4.466385274	-0.00728042	0.033794668
			4.475705444	-0.007280358	0.033794676
			4.485025614	-0.007280297	0.033794683
			4.494345782	-0.007280237	0.03379469
			4.503665949	-0.007280178	0.033794698
			4.512986115	-0.007280121	0.033794705
			4.52230628	-0.007280064	0.033794712
			4.531626443	-0.007280008	0.033794718
			4.540946606	-0.007279954	0.033794725
			4.550266767	-0.0072799	0.033794731
			4.559586928	-0.007279847	0.033794738
			4.568907087	-0.007279795	0.033794744
			4.578227246	-0.007279744	0.03379475
			4.587547403	-0.007279694	0.033794756
			4.59686756	-0.007279644	0.033794762
			4.606187715	-0.007279596	0.033794768
			4.61550787	-0.007279548	0.033794773
			4.624828024	-0.007279501	0.033794779
			4.634148176	-0.007279455	0.033794784
			4.643468328	-0.00727941	0.03379479
			4.652788479	-0.007279365	0.033794795
			4.66210863	-0.007279321	0.0337948
			4.671428779	-0.007279278	0.033794805
			4.680748928	-0.007279236	0.03379481
			4.690069076	-0.007279194	0.033794814
			4.699389223	-0.007279153	0.033794819
			4.708709369	-0.007279113	0.033794824
			4.718029515	-0.007279073	0.033794828
			4.727349659	-0.007279034	0.033794833
			4.736669804	-0.007278996	0.033794837
			4.745989947	-0.007278958	0.033794841
			4.75531009	-0.007278921	0.033794845
			4.764630232	-0.007278884	0.03379485
			4.773950373	-0.007278848	0.033794854
			4.783270514	-0.007278813	0.033794857
			4.792590654	-0.007278778	0.033794861
			4.801910793	-0.007278744	0.033794865
			4.811230932	-0.00727871	0.033794869
			4.820551071	-0.007278677	0.033794872
			4.829871208	-0.007278644	0.033794876
			4.839191345	-0.007278612	0.03379488
			4.848511482	-0.007278581	0.033794883
			4.857831618	-0.00727855	0.033794886
			4.867151753	-0.007278519	0.03379489
			4.876471888	-0.007278489	0.033794893
			4.885792022	-0.007278459	0.033794896
			4.895112156	-0.00727843	0.033794899
			4.90443229	-0.007278401	0.033794902
			4.913752422	-0.007278373	0.033794905
			4.923072555	-0.007278345	0.033794908
			4.932392687	-0.007278317	0.033794911
			4.941712818	-0.00727829	0.033794914
			4.951032949	-0.007278264	0.033794917
			4.960353079	-0.007278238	0.03379492
			4.969673209	-0.007278212	0.033794922
			4.978993339	-0.007278186	0.033794925
			4.988313468	-0.007278161	0.033794928
			4.997633597	-0.007278137	0.03379493
			5.006953725	-0.007278112	0.033794933
			5.016273853	-0.007278089	0.033794935
			5.02559398	-0.007278065	0.033794938
			5.034914108	-0.007278042	0.03379494
			5.044234234	-0.007278019	0.033794942
			5.053554361	-0.007277996	0.033794945
			5.062874486	-0.007277974	0.033794947
			5.072194612	-0.007277952	0.033794949
			5.081514737	-0.007277931	0.033794951
			5.090834862	-0.00727791	0.033794953
			5.100154987	-0.007277889	0.033794955
			5.109475111	-0.007277868	0.033794957
			5.118795235	-0.007277848	0.03379496
			5.128115358	-0.007277828	0.033794962
			5.137435481	-0.007277808	0.033794963
			5.146755604	-0.007277789	0.033794965
			5.156075727	-0.00727777	0.033794967
			5.165395849	-0.007277751	0.033794969
			5.174715971	-0.007277732	0.033794971
			5.184036092	-0.007277714	0.033794973
			5.193356214	-0.007277696	0.033794975
			5.202676335	-0.007277678	0.033794976
			5.211996455	-0.007277661	0.033794978
			5.221316576	-0.007277643	0.03379498
			5.230636696	-0.007277626	0.033794981
			5.239956816	-0.007277609	0.033794983
			5.249276936	-0.007277593	0.033794985
			5.258597055	-0.007277576	0.033794986
			5.267917174	-0.00727756	0.033794988
			5.277237293	-0.007277544	0.033794989
			5.286557412	-0.007277529	0.033794991
			5.29587753	-0.007277513	0.033794992
			5.305197648	-0.007277498	0.033794994
